synonyms,average,word
رَمَزَ إِلَى,15,إِنْتَحَلَ شَخْصِيَّة;اِتَّخَذَ شَخْصِيَّة;مَثَّل شَخْصِيَّةَ;مَثَّلَ
جَسَّدَ,"72,5",إِنْتَحَلَ شَخْصِيَّة;اِتَّخَذَ شَخْصِيَّة;مَثَّل شَخْصِيَّةَ;مَثَّلَ
عَبَّرَ عَن,"42,5",إِنْتَحَلَ شَخْصِيَّة;اِتَّخَذَ شَخْصِيَّة;مَثَّل شَخْصِيَّةَ;مَثَّلَ
عَرَضَ,45,إِنْتَحَلَ شَخْصِيَّة;اِتَّخَذَ شَخْصِيَّة;مَثَّل شَخْصِيَّةَ;مَثَّلَ
أَظْهَرَ,15,إِنْتَحَلَ شَخْصِيَّة;اِتَّخَذَ شَخْصِيَّة;مَثَّل شَخْصِيَّةَ;مَثَّلَ
اِجْتَسَّ,75,جَسَّ;لَمَسَ;مَسَّ;تَلَمَّسَ
لامَسَ,90,جَسَّ;لَمَسَ;مَسَّ;تَلَمَّسَ
اِتَّصَلَ,"7,5",جَسَّ;لَمَسَ;مَسَّ;تَلَمَّسَ
اِتَّحَدَ,"7,5",جَسَّ;لَمَسَ;مَسَّ;تَلَمَّسَ
اِلْتَقَى,10,جَسَّ;لَمَسَ;مَسَّ;تَلَمَّسَ
تَعَلَّقَ,"7,5",جَسَّ;لَمَسَ;مَسَّ;تَلَمَّسَ
هَمَّ,"2,5",جَسَّ;لَمَسَ;مَسَّ;تَلَمَّسَ
حَمَلَ,5,جَسَّ;لَمَسَ;مَسَّ;تَلَمَّسَ
أَفَادَ,"2,5",جَسَّ;لَمَسَ;مَسَّ;تَلَمَّسَ
أَشَارَ,"12,5",جَسَّ;لَمَسَ;مَسَّ;تَلَمَّسَ
تَوافَقَ,"97,5",اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
تَطَابَقَ,"92,5",اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
اِتَّفَقَ,70,اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
سَاوَى,60,اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
نَاسَبَ,"82,5",اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
قَابَلَ,"17,5",اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
لاعَبَ,0,اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
حَقَّقَ,5,اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
اِتَّفّقّ,70,اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
تَفَاهَمَ,45,اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
أَعَدَّ,"7,5",اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
قَبِلَ,"7,5",اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
واءَمَ,"77,5",اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
لاءَمَ,"92,5",اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
لَاءَمَ,"92,5",اِنْسَجَمَ مَعَ;لائَمَ;تَنَاغَم;وَافَقَ
نَزَعَ مِن,90,عَرَّى من;حَرَمَ;جَرَّدَ;سَلَبَ
جَرَّدَ مِن,95,عَرَّى من;حَرَمَ;جَرَّدَ;سَلَبَ
كَشَفَ,"12,5",عَرَّى من;حَرَمَ;جَرَّدَ;سَلَبَ
عَرَّى,85,عَرَّى من;حَرَمَ;جَرَّدَ;سَلَبَ
فَكَّكَ,"17,5",عَرَّى من;حَرَمَ;جَرَّدَ;سَلَبَ
أزَالَ,35,عَرَّى من;حَرَمَ;جَرَّدَ;سَلَبَ
مَنَعَ,"42,5",عَرَّى من;حَرَمَ;جَرَّدَ;سَلَبَ
اِسْتَخْدَمَ,"87,5",اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
اِسْتَفَاد,25,اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
اِنْتَفَعَ,"27,5",اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
اسْتَنْزَف,"7,5",اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
اِسْتَنْفَدَ,5,اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
اِسْتَهْلَكَ,20,اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
تَنَاوَلَ,15,اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
أَخَذَ,"17,5",اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
بَذَلَ,0,اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
تَمَرَّنَ,5,اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
تَدَرَّبَ,"7,5",اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
مَارَسَ,"77,5",اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
لَبِسَ,0,اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
وَضَعَ,"17,5",اِسْتَعْمَلَ;طَبَّقَ;جَرَّبَ
قَطَّفَ,"97,5",حَصَدَ;جَنَى;قَطَفَ
أَحْرَزَ,35,حَصَدَ;جَنَى;قَطَفَ
زَخْرَفَ,"82,5",جَمَّلَ;زَيَّنَ
نَمَّقَ,"72,5",جَمَّلَ;زَيَّنَ
حَلَّى,90,جَمَّلَ;زَيَّنَ
عَاقَ,"47,5",حَجَزَ;جَمَّدَ
حَصَرَ,40,حَجَزَ;جَمَّدَ
عَلِقَ,"12,5",حَجَزَ;جَمَّدَ
أَوْقَفَ,75,حَجَزَ;جَمَّدَ
أَمْسَكَ,20,حَجَزَ;جَمَّدَ
شَلَّ حَرَكَة,"27,5",حَجَزَ;جَمَّدَ
سَدَّ,15,حَجَزَ;جَمَّدَ
أَعَاقَ,"42,5",حَجَزَ;جَمَّدَ
غَلَقَ,25,حَجَزَ;جَمَّدَ
عَرْقَلَ,"52,5",حَجَزَ;جَمَّدَ
عَوَّقَ,35,حَجَزَ;جَمَّدَ
اِعْتَرَضَ,"2,5",حَجَزَ;جَمَّدَ
قَيَّدَ,55,حَجَزَ;جَمَّدَ
تَغَلَّبَ عَلَى,"97,5",هَزَمَ;تَغَلَّب على;تَجَاوَزَ
سَيْطَرَ,50,هَزَمَ;تَغَلَّب على;تَجَاوَزَ
قَهَرَ,55,هَزَمَ;تَغَلَّب على;تَجَاوَزَ
تَخَطَّى,"87,5",هَزَمَ;تَغَلَّب على;تَجَاوَزَ
تَغَلَّبَ عَلَى,"97,5",هَزَمَ;تَغَلَّب على;تَجَاوَزَ
غَالَبَ,40,هَزَمَ;تَغَلَّب على;تَجَاوَزَ
وَقَع,"67,5",هَبَطَ;نَزَلَ;سَقَطَ
هَوَى,75,هَبَطَ;نَزَلَ;سَقَطَ
نَزَل,100,هَبَطَ;نَزَلَ;سَقَطَ
اِنْحَدَرَ,"47,5",هَبَطَ;نَزَلَ;سَقَطَ
وَقَعَ,"67,5",هَبَطَ;نَزَلَ;سَقَطَ
خَسِرَ,"7,5",هَبَطَ;نَزَلَ;سَقَطَ
اِنْخَفَضَ,40,هَبَطَ;نَزَلَ;سَقَطَ
هَمَدَ,30,هَبَطَ;نَزَلَ;سَقَطَ
نَقَصَ,"12,5",هَبَطَ;نَزَلَ;سَقَطَ
غَرِقَ,0,هَبَطَ;نَزَلَ;سَقَطَ
غَطَسَ,"2,5",هَبَطَ;نَزَلَ;سَقَطَ
غَارَ,"17,5",هَبَطَ;نَزَلَ;سَقَطَ
غَاصَ,0,هَبَطَ;نَزَلَ;سَقَطَ
تَنَاقَصَ,0,هَبَطَ;نَزَلَ;سَقَطَ
تَضَاءَلَ,"7,5",هَبَطَ;نَزَلَ;سَقَطَ
ضَؤُلَ,5,هَبَطَ;نَزَلَ;سَقَطَ
اِضْمَحَلَّ,10,هَبَطَ;نَزَلَ;سَقَطَ
تَدَاعَى,"12,5",هَبَطَ;نَزَلَ;سَقَطَ
إِنْهَارَ,25,هَبَطَ;نَزَلَ;سَقَطَ
أَقَامَ,0,هَبَطَ;نَزَلَ;سَقَطَ
اِسْتَقَرَّ,0,هَبَطَ;نَزَلَ;سَقَطَ
سَقَطَ عَلَى,"92,5",هَبَطَ;نَزَلَ;سَقَطَ
حَلَّ,"2,5",هَبَطَ;نَزَلَ;سَقَطَ
إِسْتَوْطَنَ,5,هَبَطَ;نَزَلَ;سَقَطَ
سَكَنَ,0,هَبَطَ;نَزَلَ;سَقَطَ
تَفَكَّرَ,"82,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
خَمَّن,"42,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
تَمَعَّنَ,"87,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
خَمَّنَ,"42,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
اِفْتَرَضَ,25,فَكَّرَ;تَأمَلَ;تَدَبَّرَ
تَذَكَّرَ,"17,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
اِسْتَرْجَعَ,"32,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
ااِسْتَدْعَى,"12,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
أَعَادَ,"2,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
ذَكَرَ,"22,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
تَبَصَّرَ,70,فَكَّرَ;تَأمَلَ;تَدَبَّرَ
تَأمَّلَ,"97,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
اِسْتَغْرَقَ,"7,5",فَكَّرَ;تَأمَلَ;تَدَبَّرَ
أجَالَ الفِكْر,60,فَكَّرَ;تَأمَلَ;تَدَبَّرَ
أعْمَلَ الفِكْر,55,فَكَّرَ;تَأمَلَ;تَدَبَّرَ
اِتَّقَدَ غَيْظًا,"7,5",إِهْتَاجَ;فَارَ;غَلَى;رَغَا;زَبَدَ
اِسْتَشَاطَ,15,إِهْتَاجَ;فَارَ;غَلَى;رَغَا;زَبَدَ
اِهْتَاجَ,100,إِهْتَاجَ;فَارَ;غَلَى;رَغَا;زَبَدَ
اِشْتَعَلَ غَضَبًا,"12,5",إِهْتَاجَ;فَارَ;غَلَى;رَغَا;زَبَدَ
تَقَدَّمَ,25,دَاسَ;دَعَسَ;وَطَأ;خَطَا
مَشَى,"72,5",دَاسَ;دَعَسَ;وَطَأ;خَطَا
تَمَشَّى,"62,5",دَاسَ;دَعَسَ;وَطَأ;خَطَا
اِنْدَفَعَ,"72,5",أطَلَّ;طَلَّ;ظَهَرَ;بَرَزَ;بَزَغ
خَرَجَ,80,أطَلَّ;طَلَّ;ظَهَرَ;بَرَزَ;بَزَغ
بَزَغَ,100,أطَلَّ;طَلَّ;ظَهَرَ;بَرَزَ;بَزَغ
اِنْبَثَقَ,70,أطَلَّ;طَلَّ;ظَهَرَ;بَرَزَ;بَزَغ
اِنْطَلَقَ,45,أطَلَّ;طَلَّ;ظَهَرَ;بَرَزَ;بَزَغ
صَعِدَ,25,أطَلَّ;طَلَّ;ظَهَرَ;بَرَزَ;بَزَغ
نَشَرَ,"7,5",أطَلَّ;طَلَّ;ظَهَرَ;بَرَزَ;بَزَغ
أَتَى,"32,5",أطَلَّ;طَلَّ;ظَهَرَ;بَرَزَ;بَزَغ
طَلَعَ,"77,5",أطَلَّ;طَلَّ;ظَهَرَ;بَرَزَ;بَزَغ
إِرْتَفَعَ,25,أطَلَّ;طَلَّ;ظَهَرَ;بَرَزَ;بَزَغ
ثَبَتَ,"42,5",ظَلَّ;بَقِيَ;مَكَثَ
بَقَى,90,ظَلَّ;بَقِيَ;مَكَثَ
رَسَخَ,"62,5",ظَلَّ;بَقِيَ;مَكَثَ
اِسْتَقَرَّ,"37,5",ظَلَّ;بَقِيَ;مَكَثَ
سَكَنَ,30,ظَلَّ;بَقِيَ;مَكَثَ
نَزَلَ,0,ظَلَّ;بَقِيَ;مَكَثَ
اسْتَأْجَرَ,0,ظَلَّ;بَقِيَ;مَكَثَ
أَقَامَ,"12,5",ظَلَّ;بَقِيَ;مَكَثَ
وَاصَلَ,"62,5",ظَلَّ;بَقِيَ;مَكَثَ
تَابَعَ,"67,5",ظَلَّ;بَقِيَ;مَكَثَ
اِسْتَمَرَّ,"72,5",ظَلَّ;بَقِيَ;مَكَثَ
إِسْتَغْرَقَ,"17,5",ظَلَّ;بَقِيَ;مَكَثَ
عَاشَ,"2,5",ظَلَّ;بَقِيَ;مَكَثَ
حَوَّلَ,85,أزَاحَ;بَدَّلَ;غَيَّرَ
تَبَدَّلَ,80,أزَاحَ;بَدَّلَ;غَيَّرَ
تَحَوَّلَ,"72,5",أزَاحَ;بَدَّلَ;غَيَّرَ
اِرْتَدَّ,"27,5",أزَاحَ;بَدَّلَ;غَيَّرَ
اِنْقَلَبَ,"22,5",أزَاحَ;بَدَّلَ;غَيَّرَ
مَسَخَ,"17,5",أزَاحَ;بَدَّلَ;غَيَّرَ
أبْدَلَ,90,أزَاحَ;بَدَّلَ;غَيَّرَ
قَلَبَ,60,أزَاحَ;بَدَّلَ;غَيَّرَ
أحَالَ,45,أزَاحَ;بَدَّلَ;غَيَّرَ
تَقَلَّبَ,"22,5",أزَاحَ;بَدَّلَ;غَيَّرَ
تَنَوَّعَ,"7,5",أزَاحَ;بَدَّلَ;غَيَّرَ
تَغَيَّرَ,75,أزَاحَ;بَدَّلَ;غَيَّرَ
تَفَاوَتَ,10,أزَاحَ;بَدَّلَ;غَيَّرَ
غَيَّر,100,أزَاحَ;بَدَّلَ;غَيَّرَ
عَدَّلَ,45,أزَاحَ;بَدَّلَ;غَيَّرَ
اِخْتَلَفَ,20,أزَاحَ;بَدَّلَ;غَيَّرَ
دَارَ,55,أزَاحَ;بَدَّلَ;غَيَّرَ
اِنْحَرَفَ,"67,5",أزَاحَ;بَدَّلَ;غَيَّرَ
اِلْتَفَتَ,65,أزَاحَ;بَدَّلَ;غَيَّرَ
إِسْتَدَارَ,65,أزَاحَ;بَدَّلَ;غَيَّرَ
إِنْعَطَفَ,"62,5",أزَاحَ;بَدَّلَ;غَيَّرَ
حَوَّل,"87,5",أزَاحَ;بَدَّلَ;غَيَّرَ
اِسْتَبْدَل,"87,5",أزَاحَ;بَدَّلَ;غَيَّرَ
أَبْدَلَ,80,أزَاحَ;بَدَّلَ;غَيَّرَ
تَغَيَّرَ,60,بَدَّلَ;غَيَّرَ;قَلَبَ
عَدَّلَ,50,بَدَّلَ;غَيَّرَ;قَلَبَ
تَبَدَّلَ,"57,5",بَدَّلَ;غَيَّرَ;قَلَبَ
أبْدَلَ,"82,5",بَدَّلَ;غَيَّرَ;قَلَبَ
حَوَّلَ,85,بَدَّلَ;غَيَّرَ;قَلَبَ
تَقَلَّبَ,55,بَدَّلَ;غَيَّرَ;قَلَبَ
تَنَوَّعَ,15,بَدَّلَ;غَيَّرَ;قَلَبَ
تَفَاوَتَ,5,بَدَّلَ;غَيَّرَ;قَلَبَ
غَيَّر,100,بَدَّلَ;غَيَّرَ;قَلَبَ
كَيَّفَ,"22,5",بَدَّلَ;غَيَّرَ;قَلَبَ
اِخْتَلَفَ,"37,5",بَدَّلَ;غَيَّرَ;قَلَبَ
أحَالَ,"37,5",بَدَّلَ;غَيَّرَ;قَلَبَ
تَحَوَّلَ,"52,5",بَدَّلَ;غَيَّرَ;قَلَبَ
اِرْتَدَّ,15,بَدَّلَ;غَيَّرَ;قَلَبَ
اِنْقَلَبَ,"77,5",بَدَّلَ;غَيَّرَ;قَلَبَ
أزَاحَ,"12,5",بَدَّلَ;غَيَّرَ;قَلَبَ
غَلُظَ,"2,5",بَدَّلَ;غَيَّرَ;قَلَبَ
مَسَخَ,15,بَدَّلَ;غَيَّرَ;قَلَبَ
تَبَادَلَ,10,بَدَّلَ;غَيَّرَ;قَلَبَ
بَادَلَ,"12,5",بَدَّلَ;غَيَّرَ;قَلَبَ
حَوَّل,"82,5",بَدَّلَ;غَيَّرَ;قَلَبَ
اِسْتَبْدَل,"47,5",بَدَّلَ;غَيَّرَ;قَلَبَ
أَبْدَلَ,60,بَدَّلَ;غَيَّرَ;قَلَبَ
دَارَ,"2,5",بَدَّلَ;غَيَّرَ;قَلَبَ
اِنْحَرَفَ,15,بَدَّلَ;غَيَّرَ;قَلَبَ
اِلْتَفَتَ,10,بَدَّلَ;غَيَّرَ;قَلَبَ
إِسْتَدَارَ,5,بَدَّلَ;غَيَّرَ;قَلَبَ
إِنْعَطَفَ,"2,5",بَدَّلَ;غَيَّرَ;قَلَبَ
تَسَاءَلَ,"82,5",اِسْتَعْلَمَ;اِسْتَفْسَرَ;بَحَثَ
تَمَنَّى مَعْرِفَة شَئ,"52,5",اِسْتَعْلَمَ;اِسْتَفْسَرَ;بَحَثَ
سَألَ,"87,5",اِسْتَعْلَمَ;اِسْتَفْسَرَ;بَحَثَ
اِسْتَخْبَرَ,"82,5",اِسْتَعْلَمَ;اِسْتَفْسَرَ;بَحَثَ
طَلَبَ,"27,5",اِسْتَعْلَمَ;اِسْتَفْسَرَ;بَحَثَ
أَعَدَّ,"82,5",طَبَخَ
جَهََّزَ,"87,5",طَبَخَ
جَهَّزَ,"87,5",طَبَخَ
هَيَّأَ,"57,5",طَبَخَ
حَضَّرَ,"82,5",طَبَخَ
وَضَعَ,"32,5",طَبَخَ
أَقَامَ,"22,5",طَبَخَ
أَنْشَأَ,"12,5",طَبَخَ
رَتَّبَ,15,طَبَخَ
كَوَنَ,30,طَبَخَ
عَمِلَ,"67,5",طَبَخَ
صَنَعَ,"52,5",طَبَخَ
عَقَدَ,5,طَبَخَ
أَعْطَى,5,طَبَخَ
سَبَّبَ,0,طَبَخَ
أَحْدَثَ,"7,5",طَبَخَ
ثَبَّتَ,0,طَبَخَ
طَهَى,100,طَبَخَ
اِكْتَسَبَ,0,طَبَخَ
خَشْخَشَ,"67,5",صَرَّ;صَرَّ بأسْنَانِه;طَحَنَ;سَحَقَ
سَحَنَ,40,صَرَّ;صَرَّ بأسْنَانِه;طَحَنَ;سَحَقَ
سَحَقَ,"87,5",طَحَنَ
صَرَّ بأسْنَانِه,"22,5",طَحَنَ
صَرَّ,40,طَحَنَ
خَشْخَشَ,"12,5",طَحَنَ
سَحَنَ,70,طَحَنَ
نَعَّمَ,"72,5",صَقَلَ;هَذَّبَ
لَمَّعَ,85,صَقَلَ;هَذَّبَ
جَلَى,40,صَقَلَ;هَذَّبَ
نَعَّمَ,"62,5",صَقَلَ
لَمَّعَ,65,صَقَلَ
جَلَى,50,صَقَلَ
هَذَّبَ,"72,5",صَقَلَ
ضَرَبَ,90,اِصْطَدَمَ;اِرْتَطَمَ;صَدَمَ;رَطَمَ
نَقَرَ,"22,5",اِصْطَدَمَ;اِرْتَطَمَ;صَدَمَ;رَطَمَ
دَقَّ,25,اِصْطَدَمَ;اِرْتَطَمَ;صَدَمَ;رَطَمَ
اِصْطَدَمَ بِ,100,اِصْطَدَمَ;اِرْتَطَمَ;صَدَمَ;رَطَمَ
قَابَلَ,"12,5",اِصْطَدَمَ;اِرْتَطَمَ;صَدَمَ;رَطَمَ
شَوَّشَ,"82,5",أرْبَكَ;حَيَّرَ
أزْعَجَ,"47,5",أرْبَكَ;حَيَّرَ
أقْلَقَ,"72,5",أرْبَكَ;حَيَّرَ
خَرْبَطَ,"77,5",أرْبَكَ;حَيَّرَ
أَزْعَجَ,45,أرْبَكَ;حَيَّرَ
أَرْبَكَ,100,أرْبَكَ;حَيَّرَ
أَقْلَقَ,"72,5",أرْبَكَ;حَيَّرَ
حَثَّ عَلَى,"92,5",حَضَّ;حَثَّ
أَوْصَى ب,80,حَضَّ;حَثَّ
أَنْقَدَ,90,أَزَاحَ;حَرَّرَ;خَلَّصَ;زَحْزَحَ
تَرَكَ,20,أَزَاحَ;حَرَّرَ;خَلَّصَ;زَحْزَحَ
تَخَلَّى عن,20,أَزَاحَ;حَرَّرَ;خَلَّصَ;زَحْزَحَ
تَنَازَل عن,"12,5",أَزَاحَ;حَرَّرَ;خَلَّصَ;زَحْزَحَ
بَشَرِيّ,100,إِنْسَانِي;بَشَرِي;آدَمِي
اِنْسَانِي,100,إِنْسَانِي;بَشَرِي;آدَمِي
ذَرِّيّ,100,ذَرِّي;نَوَوِي
نَوَوِيّ,100,ذَرِّي;نَوَوِي
خَطِير,"27,5",حَرِج
خَطِر,30,حَرِج
حَاسِم,"77,5",حَرِج
حَرْبِي,95,عَسْكَرِيّ
اِنْفِعَالِيّ,"77,5",عَاطِفِيّ
قَوْقَازِي,45,أبْيَض
آدَمِي,"82,5",إِنْسَانِي
بَشَرِي,95,إِنْسَانِي
بَشَرِيّ,95,إِنْسَانِي
اِنْسَانِي,100,إِنْسَانِي
نَوَوِيّ,"47,5",ذَرِّيّ
نَوَوِي,"47,5",ذَرِّيّ
ذَرِّي,100,ذَرِّيّ
خُصُوصَاً,95,بِشَكْل خَاص;بِطَرِيقَة خَاصَّة
بِشَكْل مُمَيَّز,85,بِشَكْل خَاص;بِطَرِيقَة خَاصَّة
